ReleasableAccidents_Year,Death (1 = Yes),Injury (1 = Yes),NumberDeaths,NumberInjured,NumberVesselsInvolved,TotalDamage,Date,Time,State,WaterConditions,Wind,Day (1 = yes),Visibility,DayofWeek,AccidentCause,AccidentEvent,OperatorGender,OperatorAge,OperatorUsingAlcohol,VesselType,Length,Operation,Activity,Yearbuilt,NumberPeopleOnboard,DeceasedAge,DeceasedGender,CauseofDeath,DeceasedPFDWorn,DeceasedRole,InjuredGender,InjuredAge,InjuryType,InjuredRole
2018,1,0,1,0,1,6000,6/23/2018,5:00:00 AM,WA,Choppy,None,1,Good,Saturday,Hazardous waters,Collision with fixed object,M,54,0,Rowboat,16,Drifting,Fishing,2009,2,54,M,Drowning,N,Operator,,,,
2018,0,1,0,1,1,0,6/24/2018,6:00:00 PM,WA,Calm,Light,1,Good,Sunday,Force of wake/wave,Fall in vessel,U,34,0,Open motorboat,18,Cruising,Boating/relaxation,1975,4,,,,,,F,47,Cut,Occupant
2018,0,1,0,1,1,0,6/24/2018,11:35:00 AM,WA,Calm,Moderate,1,Good,Sunday,Excessive speed,Fall in vessel,U,41,0,Open motorboat,24,Cruising,Boating/relaxation,1998,2,,,,,,F,38,Broken bone,Occupant
2018,1,0,1,0,1,0,6/30/2018,5:12:00 PM,WA,Calm,Light,1,Good,Saturday,Alcohol use,Capsizing,M,39,1,Kayak,9,Drifting,Fishing,1994,1,39,M,Drowning,N,Operator,,,,
2018,1,1,1,1,1,16000,7/1/2018,1:00:00 PM,WA,Rough,Moderate,1,Good,Sunday,Hazardous waters,Collision with floating object,M,80,0,Open motorboat,15,Trolling,Fishing,1989,2,72,M,Drowning,Y,Occupant,M,80,Hypothermia,Operator
2018,0,1,0,1,1,40000,7/2/2018,12:40:00 PM,WA,Choppy,Light,1,Good,Monday,Operator inattention,Grounding,U,68,0,Auxiliary sail,36,Changing speed,Boating/relaxation,1992,3,,,,,,F,70,Broken bone,Occupant
2018,1,0,1,0,1,0,7/3/2018,7:00:00 PM,WA,Rough,Light,1,Good,Tuesday,Hazardous waters,Capsizing,M,27,0,Kayak,8,Rowing/paddling,Whitewater,2008,1,27,M,Drowning,Y,Operator,,,,
2018,0,0,0,0,1,22000,7/5/2018,2:00:00 PM,WA,Calm,Light,1,Unknown,Thursday,Machinery failure,Fire/explosion (fuel),U,38,0,Open motorboat,21,Drifting,Boating/relaxation,1992,2,,,,,,,,,
2018,1,0,1,0,1,0,7/5/2018,10:07:00 AM,WA,Calm,Unknown,1,Unknown,Thursday,Unknown,Falls overboard,M,20,0,Kayak,,Rowing/paddling,Boating/relaxation,,1,20,M,Drowning,N,Operator,,,,
2018,0,0,0,0,1,2500,7/8/2018,12:00:00 PM,WA,Choppy,Moderate,1,Good,Sunday,Operator inexperience,Collision with floating object,U,41,0,Open motorboat,19,Changing speed,Fishing,2015,3,,,,,,,,,
2018,1,0,1,0,1,0,7/13/2018,8:57:00 AM,WA,Unknown,None,1,Good,Friday,Hazardous waters,Collision with floating object,U,75,0,Open motorboat,15,Cruising,Fishing,1983,2,59,M,Drowning,N,Occupant,,,,
2018,0,0,0,0,2,2000,7/6/2018,1:00:00 PM,WA,Rough,Light,1,Good,Friday,Operator inattention,Collision with recreational vessel,U,17,0,Personal watercraft,,Cruising,Boating/relaxation,2013,2,,,,,,,,,
2018,0,0,0,0,2,2000,7/6/2018,1:00:00 PM,WA,Rough,Light,1,Good,Friday,Operator inattention,Collision with recreational vessel,U,,0,Open motorboat,23,Cruising,Boating/relaxation,2017,1,,,,,,,,,
2018,0,0,0,0,1,75000,7/8/2018,8:10:00 PM,WA,Calm,Light,1,Good,Sunday,Machinery failure,Fire/explosion (fuel),U,54,0,Cabin motorboat,42,Cruising,Boating/relaxation,1980,2,,,,,,,,,
2018,0,0,0,0,1,38000,7/13/2018,12:00:00 PM,WA,Calm,Light,1,Good,Friday,Other,Grounding,U,73,0,Cabin motorboat,22,Cruising,Boating/relaxation,2005,2,,,,,,,,,
2018,0,1,0,1,2,3300,7/13/2018,7:50:00 PM,WA,Choppy,Light,1,Good,Friday,Improper lookout,Collision with recreational vessel,M,25,0,Personal watercraft,10,Changing direction,Boating/relaxation,2002,1,,,,,,M,25,Broken bone,Operator
2018,0,1,0,1,2,3300,7/13/2018,7:50:00 PM,WA,Choppy,Light,1,Good,Friday,Improper lookout,Collision with recreational vessel,U,26,1,Personal watercraft,8,Cruising,Boating/relaxation,1993,1,,,,,,,,,
2018,0,1,0,1,1,12000,7/20/2018,12:00:00 PM,WA,Choppy,Moderate,1,Good,Friday,Operator inattention,Collision with floating object,M,36,0,Open motorboat,21,Cruising,Boating/relaxation,1998,5,,,,,,M,36,Broken bone,Operator
2018,0,0,0,0,1,5000,7/29/2018,12:10:00 PM,WA,Calm,None,1,Good,Sunday,Machinery failure,Fire/explosion (non-fuel),U,36,0,Open motorboat,22,Cruising,Boating/relaxation,2010,6,,,,,,,,,
2018,0,0,0,0,1,30000,7/29/2018,10:00:00 AM,WA,Rough,Light,1,Good,Sunday,Operator inattention,Grounding,U,68,0,Cabin motorboat,41,Changing speed,Boating/relaxation,2006,3,,,,,,,,,
2018,0,1,0,1,1,15000,8/3/2018,10:00:00 PM,WA,Rough,Moderate,0,Poor,Friday,Excessive speed,Grounding,M,35,0,Cabin motorboat,21,Cruising,Fishing,1998,2,,,,,,M,35,Cut,Operator
2018,0,1,0,2,1,2500,8/4/2018,1:04:00 PM,WA,Calm,Light,1,Good,Saturday,Operator inexperience,Grounding,F,48,0,Personal watercraft,11,Cruising,Boating/relaxation,2009,2,,,,,,F,48,Broken bone,Operator
2018,0,1,0,2,1,2500,8/4/2018,1:04:00 PM,WA,Calm,Light,1,Good,Saturday,Operator inexperience,Grounding,F,48,0,Personal watercraft,11,Cruising,Boating/relaxation,2009,2,,,,,,F,46,Sprain/strain,Occupant
2018,0,0,0,0,1,10000,8/4/2018,3:42:00 PM,WA,Calm,Light,1,Good,Saturday,Operator inexperience,Grounding,U,43,0,Open motorboat,23,Cruising,Boating/relaxation,2001,11,,,,,,,,,
2018,0,1,0,1,1,2500,7/29/2018,4:58:00 PM,WA,Calm,Light,1,Good,Sunday,Failure to vent,Fire/explosion (fuel),M,46,0,Personal watercraft,10,Docking/undocking,Starting engine,1998,1,,,,,,M,46,Broken bone,Operator
2018,0,0,0,0,1,9000,7/27/2018,4:00:00 PM,WA,Calm,Light,1,Unknown,Friday,Missing/inadequate aids to navigation,Grounding,U,74,0,Cabin motorboat,40,Cruising,Boating/relaxation,,4,,,,,,,,,
2018,0,0,0,0,1,37000,7/29/2018,12:00:00 PM,WA,Choppy,Light,1,Good,Sunday,Force of wake/wave,Flooding/swamping,U,30,0,Open motorboat,23,Cruising,Boating/relaxation,2008,11,,,,,,,,,
2018,0,0,0,0,1,10000,7/14/2018,12:40:00 PM,WA,Rough,Moderate,1,Good,Saturday,Machinery failure,Fire/explosion (non-fuel),U,68,0,Cabin motorboat,28,Cruising,Boating/relaxation,1972,2,,,,,,,,,
2018,0,0,0,0,1,4400,8/4/2018,11:00:00 AM,WA,Unknown,Unknown,1,Good,Saturday,Unknown,Collision with submerged object,U,,0,Open motorboat,18,Cruising,Boating/relaxation,2005,6,,,,,,,,,
2018,0,1,0,1,2,0,8/5/2018,7:00:00 PM,WA,Calm,None,1,Fair,Sunday,Operator inexperience,Collision with recreational vessel,U,32,0,Personal watercraft,12,Changing speed,Boating/relaxation,,2,,,,,,F,32,Scrape/bruise,Occupant
2018,0,1,0,1,2,0,8/5/2018,7:00:00 PM,WA,Calm,None,1,Fair,Sunday,Operator inexperience,Collision with recreational vessel,U,53,0,Open motorboat,20,Cruising,Boating/relaxation,1998,4,,,,,,,,,
2018,0,0,0,0,1,8500,8/10/2018,11:15:00 AM,WA,Choppy,Strong,1,Good,Friday,Overloading,Flooding/swamping,U,46,0,Open motorboat,18,Cruising,Fishing,1985,8,,,,,,,,,
2018,1,0,1,0,1,0,8/11/2018,2:20:00 PM,WA,Rough,Strong,1,Good,Saturday,Operator inattention,Person departed vessel,M,39,0,Open motorboat,21,Drifting,Boating/relaxation,2015,3,39,M,Drowning,N,Operator,,,,
2018,0,1,0,1,1,0,8/7/2018,7:17:00 PM,WA,Calm,None,1,Good,Tuesday,Alcohol use,Falls overboard,U,27,1,Open motorboat,14,Changing speed,Boating/relaxation,1983,6,,,,,,M,29,Cut,Occupant
2018,1,0,1,0,1,0,8/12/2018,2:00:00 PM,WA,Calm,None,1,Good,Sunday,Sharp turn,Person ejected from vessel,M,48,0,Open motorboat,19,Cruising,Boating/relaxation,1978,1,48,M,Drowning,N,Operator,,,,
2018,0,0,0,0,1,8000,8/16/2018,4:30:00 PM,WA,Calm,Light,1,Good,Thursday,Unknown,Fire/explosion (fuel),U,54,0,Cabin motorboat,22,Drifting,Fishing,1997,1,,,,,,,,,
2018,0,0,0,0,2,5670,8/12/2018,10:00:00 AM,WA,Calm,Light,1,Good,Sunday,Improper lookout,Collision with recreational vessel,U,52,0,Cabin motorboat,24,Trolling,Fishing,2007,3,,,,,,,,,
2018,0,0,0,0,2,5670,8/12/2018,10:00:00 AM,WA,Calm,Light,1,Good,Sunday,Improper lookout,Collision with recreational vessel,U,48,0,Cabin motorboat,27,Drifting,Fishing,2004,2,,,,,,,,,
2018,0,0,0,0,2,6100,8/17/2018,4:15:00 PM,WA,Calm,None,1,Good,Friday,Improper lookout,Collision with recreational vessel,U,48,0,Auxiliary sail,42,Cruising,Boating/relaxation,1985,4,,,,,,,,,
2018,0,0,0,0,2,6100,8/17/2018,4:15:00 PM,WA,Calm,None,1,Good,Friday,Improper lookout,Collision with recreational vessel,U,49,0,Open motorboat,18,Changing direction,Fishing,1989,2,,,,,,,,,
2018,0,0,0,0,1,5000,7/21/2018,9:35:00 PM,WA,Calm,Light,0,Unknown,Saturday,Alcohol use,Grounding,U,74,1,Cabin motorboat,50,Cruising,Boating/relaxation,1950,1,,,,,,,,,
2018,0,0,0,0,1,4300,8/18/2018,6:40:00 PM,WA,Calm,Light,1,Good,Saturday,Improper lookout,Grounding,U,56,0,Open motorboat,18,Cruising,Boating/relaxation,1986,4,,,,,,,,,
2018,0,1,0,1,1,0,8/18/2018,2:55:00 PM,WA,Choppy,Light,1,Good,Saturday,Other,Skier mishap,U,63,0,Open motorboat,20,Cruising,Towed watersports,2010,7,,,,,,F,52,Dislocation,Waterskier
2018,0,1,0,1,2,3000,8/17/2018,3:30:00 PM,WA,Calm,None,1,Good,Friday,Machinery failure,Collision with recreational vessel,M,52,0,Cabin motorboat,28,Drifting,Boating/relaxation,1978,1,,,,,,M,52,Sprain/strain,Operator
2018,0,1,0,1,2,3000,8/17/2018,3:30:00 PM,WA,Calm,None,1,Good,Friday,Machinery failure,Collision with recreational vessel,U,57,0,Cabin motorboat,26,Changing speed,Making repairs,1978,2,,,,,,,,,
2018,0,1,0,1,1,0,8/3/2018,2:55:00 PM,WA,Calm,None,1,Good,Friday,Other,Person struck by propeller,U,59,0,Cabin motorboat,28,Cruising,Boating/relaxation,1974,5,,,,,,M,34,Cut,Occupant
2018,0,0,0,0,1,45000,8/21/2018,5:16:00 PM,WA,Calm,Light,1,Good,Tuesday,Unknown,Fire/explosion (unknown origin),U,,0,Cabin motorboat,38,Tied to dock/mooring,None; not in use,1979,0,,,,,,,,,
2018,0,1,0,1,1,5000,8/24/2018,5:35:00 PM,WA,Unknown,Light,1,Good,Friday,Operator inattention,Grounding,F,56,0,Personal watercraft,10,Cruising,Boating/relaxation,2017,1,,,,,,F,56,Sprain/strain,Operator
2018,1,0,1,0,1,0,8/24/2018,10:14:00 AM,WA,Rough,Moderate,1,Good,Friday,Operator inattention,Fall in vessel,U,67,0,Open motorboat,25,Cruising,Fishing,2002,3,73,M,Drowning,N,Occupant,,,,
2018,1,1,1,2,2,7000,9/2/2018,7:40:00 PM,WA,Calm,Light,1,Good,Sunday,Alcohol use,Collision with recreational vessel,M,36,1,Open motorboat,18,Changing direction,Boating/relaxation,1999,1,,,,,,M,36,Cut,Operator
2018,1,1,1,2,2,7000,9/2/2018,7:40:00 PM,WA,Calm,Light,1,Good,Sunday,Alcohol use,Collision with recreational vessel,M,39,0,Open motorboat,15,Changing direction,Boating/relaxation,1981,2,41,F,Trauma,N,Occupant,M,39,Concussion,Operator
2018,0,0,0,0,2,4030,9/2/2018,5:30:00 PM,WA,Rough,Light,1,Good,Sunday,Operator inattention,Collision with recreational vessel,U,20,0,Cabin motorboat,19,Changing speed,Boating/relaxation,1998,4,,,,,,,,,
2018,0,0,0,0,2,4030,9/2/2018,5:30:00 PM,WA,Rough,Light,1,Good,Sunday,Operator inattention,Collision with recreational vessel,U,51,0,Open motorboat,23,Docking/undocking,Boating/relaxation,2017,4,,,,,,,,,
2018,0,1,0,1,1,0,9/4/2018,3:30:00 PM,WA,Calm,Light,1,Good,Tuesday,"People on gunwale, bow, or transom",Falls overboard,U,19,0,Open motorboat,18,Cruising,Boating/relaxation,2005,2,,,,,,M,19,Cut,Occupant
2018,0,0,0,0,1,15000,9/8/2018,2:07:00 PM,WA,Calm,Light,1,Unknown,Saturday,Improper anchoring,Flooding/swamping,U,55,0,Open motorboat,20,At anchor,Boating/relaxation,2004,1,,,,,,,,,
2018,1,0,1,0,1,0,9/21/2018,11:24:00 AM,WA,Calm,Light,1,Good,Friday,Operator inattention,Falls overboard,M,76,0,Open motorboat,14,Cruising,Fishing,1988,1,76,M,Cardiac arrest,N,Operator,,,,
2018,0,0,0,0,1,5500,10/12/2018,1:22:00 PM,WA,Rough,Light,1,Good,Friday,Hazardous waters,Flooding/swamping,U,26,0,Open motorboat,16,Cruising,Fishing,1975,4,,,,,,,,,
2018,0,0,0,0,2,15200,10/13/2018,10:50:00 AM,WA,Rough,Moderate,1,Good,Saturday,Weather,Collision with recreational vessel,U,61,0,Cabin motorboat,49,Changing speed,Boating/relaxation,1995,2,,,,,,,,,
2018,0,0,0,0,2,15200,10/13/2018,10:50:00 AM,WA,Rough,Moderate,1,Good,Saturday,Weather,Collision with recreational vessel,U,,0,Cabin motorboat,26,Tied to dock/mooring,None; not in use,,0,,,,,,,,,
2018,0,0,0,0,1,75000,10/14/2018,1:00:00 AM,WA,Calm,Light,0,Fair,Sunday,Restricted vision,Grounding,U,48,0,Cabin motorboat,58,Changing speed,Boating/relaxation,1944,2,,,,,,,,,
2018,0,0,0,0,1,20000,9/5/2018,10:00:00 AM,WA,Calm,Light,1,Good,Wednesday,Improper anchoring,Flooding/swamping,U,,0,Auxiliary sail,40,At anchor,None; not in use,1971,0,,,,,,,,,
2018,0,0,0,0,2,3000,11/18/2018,1:30:00 PM,WA,Calm,Light,1,Good,Sunday,Machinery failure,Collision with recreational vessel,U,42,0,Cabin motorboat,35,Changing direction,Boating/relaxation,1999,3,,,,,,,,,
2018,0,0,0,0,2,3000,11/18/2018,1:30:00 PM,WA,Calm,Light,1,Good,Sunday,Machinery failure,Collision with recreational vessel,U,,0,Houseboat,37,Tied to dock/mooring,None; not in use,1987,0,,,,,,,,,
2018,1,0,1,0,1,0,12/4/2018,9:28:00 PM,WA,Calm,None,0,Good,Tuesday,Alcohol use,Falls overboard,F,37,1,Rowboat,8,Rowing/paddling,Boating/relaxation,,1,37,F,Drowning,N,Operator,,,,
2018,0,0,0,0,1,2000,12/12/2018,6:00:00 PM,WA,Very rough,Moderate,0,Good,Wednesday,Weather,Flooding/swamping,U,59,0,Open motorboat,21,Cruising,Boating/relaxation,1984,2,,,,,,,,,
2018,1,0,1,0,1,0,12/28/2018,6:32:00 PM,WA,Rough,Strong,0,Fair,Friday,Hazardous waters,Flooding/swamping,U,39,0,Rowboat,7,Rowing/paddling,Boating/relaxation,,3,24,M,Drowning,N,Occupant,,,,
2018,0,0,0,0,1,180790,6/11/2018,4:35:00 PM,WA,Choppy,Light,1,Good,Monday,Unknown,Fire/explosion (fuel),U,,0,Cabin motorboat,40,Unknown,Boating/relaxation,,3,,,,,,,,,
2018,0,0,0,0,2,6000,3/24/2018,4:09:00 PM,WI,Calm,Moderate,1,Good,Saturday,Navigation rules violation,Collision with recreational vessel,U,19,0,Open motorboat,16,Changing direction,Fishing,1978,3,,,,,,,,,
2018,0,0,0,0,2,6000,3/24/2018,4:09:00 PM,WI,Calm,Moderate,1,Good,Saturday,Navigation rules violation,Collision with recreational vessel,U,30,0,Open motorboat,16,Changing direction,Fishing,1997,2,,,,,,,,,
2018,1,0,1,0,1,0,4/28/2018,3:30:00 PM,WI,Choppy,Moderate,1,Good,Saturday,Machinery failure,Falls overboard,M,80,0,Auxiliary sail,21,Drifting,Making repairs,1976,1,80,M,Drowning,Y,Operator,,,,
2018,0,1,0,1,1,6000,5/9/2018,7:30:00 PM,WI,Calm,Light,1,Good,Wednesday,Machinery failure,Collision with fixed object,M,38,0,Open motorboat,18,Cruising,Boating/relaxation,1976,1,,,,,,M,38,Scrape/bruise,Operator
2018,0,0,0,0,1,12000,4/24/2018,1:30:00 PM,WI,Calm,Light,1,Good,Tuesday,Other,Collision with submerged object,U,43,0,Open motorboat,16,Cruising,Fishing,2012,2,,,,,,,,,
2018,0,0,0,0,2,3000,5/8/2018,12:47:00 PM,WI,Calm,Light,1,Good,Tuesday,Excessive speed,Collision with recreational vessel,U,68,0,Open motorboat,16,Cruising,Boating/relaxation,1993,2,,,,,,,,,
2018,0,0,0,0,2,3000,5/8/2018,12:47:00 PM,WI,Calm,Light,1,Good,Tuesday,Excessive speed,Collision with recreational vessel,U,68,0,Open motorboat,16,Changing direction,Fishing,2011,21,,,,,,,,,
2018,0,1,0,3,2,13000,5/26/2018,9:50:00 PM,WI,Calm,Light,0,Good,Saturday,Alcohol use,Collision with recreational vessel,M,43,0,Open motorboat,18,At anchor,Fishing,1997,4,,,,,,M,43,Concussion,Operator
2018,0,1,0,3,2,13000,5/26/2018,9:50:00 PM,WI,Calm,Light,0,Good,Saturday,Alcohol use,Collision with recreational vessel,M,43,0,Open motorboat,18,At anchor,Fishing,1997,4,,,,,,F,36,Cut,Occupant
2018,0,1,0,3,2,13000,5/26/2018,9:50:00 PM,WI,Calm,Light,0,Good,Saturday,Alcohol use,Collision with recreational vessel,M,43,0,Open motorboat,18,At anchor,Fishing,1997,4,,,,,,M,42,Cut,Occupant
2018,0,1,0,3,2,13000,5/26/2018,9:50:00 PM,WI,Calm,Light,0,Good,Saturday,Alcohol use,Collision with recreational vessel,U,54,1,Open motorboat,22,Cruising,Boating/relaxation,2013,2,,,,,,,,,
2018,1,0,1,0,1,0,5/26/2018,1:30:00 PM,WI,Calm,Light,1,Good,Saturday,Alcohol use,Person departed vessel,U,,0,Pontoon,25,Drifting,Swimming/snorkeling,2015,16,43,M,Drowning,N,Occupant,,,,
2018,0,1,0,1,1,0,5/27/2018,8:50:00 PM,WI,Choppy,Light,0,Good,Sunday,Other,Person struck by propeller,U,58,0,Pontoon,21,Docking/undocking,Fishing,2017,2,,,,,,M,,Cut,Bystander
2018,0,1,0,1,2,0,5/28/2018,3:00:00 PM,WI,Calm,Storm,1,Good,Monday,Operator inattention,Collision with recreational vessel,U,66,0,Open motorboat,15,Changing direction,Towed watersports,1998,2,,,,,,,,,
2018,0,1,0,1,2,0,5/28/2018,3:00:00 PM,WI,Calm,Storm,1,Good,Monday,Operator inattention,Collision with recreational vessel,U,65,0,Open motorboat,17,Drifting,Towed watersports,2004,5,,,,,,F,34,Scrape/bruise,Occupant
2018,0,0,0,0,1,2500,5/17/2018,9:00:00 PM,WI,Calm,Light,0,Good,Thursday,Excessive speed,Collision with fixed object,U,57,0,Pontoon,21,Changing direction,Boating/relaxation,2006,1,,,,,,,,,
2018,0,1,0,1,1,5000,5/7/2018,1:00:00 PM,WI,Calm,Light,1,Good,Monday,Force of wake/wave,Grounding,M,46,0,Open motorboat,17,Cruising,Fishing,1992,1,,,,,,M,46,Sprain/strain,Operator
2018,0,0,0,0,1,4000,5/22/2018,11:20:00 AM,WI,Calm,Light,1,Good,Tuesday,Operator inattention,Grounding,U,74,0,Open motorboat,16,Cruising,Fishing,1999,2,,,,,,,,,
2018,0,0,0,0,1,8500,5/24/2018,8:08:00 PM,WI,Choppy,Light,0,Unknown,Thursday,Other,Collision with fixed object,U,44,0,Open motorboat,19,Cruising,Boating/relaxation,2001,2,,,,,,,,,
2018,0,0,0,0,1,10500,5/26/2018,2:24:00 AM,WI,Very rough,Light,0,Good,Saturday,Machinery failure,Collision with fixed object,U,30,0,Open motorboat,16,Drifting,Boating/relaxation,2016,4,,,,,,,,,
2018,0,1,0,1,1,0,5/27/2018,4:37:00 PM,WI,Choppy,Light,1,Good,Sunday,Sharp turn,Fall in vessel,M,19,0,Personal watercraft,7,Changing direction,Boating/relaxation,2017,1,,,,,,M,19,Cut,Operator
2018,0,1,0,2,1,0,5/27/2018,11:30:00 AM,WI,Choppy,Light,1,Good,Sunday,Force of wake/wave,Skier mishap,U,53,0,Open motorboat,17,Changing direction,Towed watersports,2001,4,,,,,,M,19,Concussion,Tuber
2018,0,1,0,2,1,0,5/27/2018,11:30:00 AM,WI,Choppy,Light,1,Good,Sunday,Force of wake/wave,Skier mishap,U,53,0,Open motorboat,17,Changing direction,Towed watersports,2001,4,,,,,,F,17,Cut,Tuber
2018,0,1,0,1,1,0,5/27/2018,5:00:00 PM,WI,Calm,Light,1,Good,Sunday,Other,Skier mishap,U,61,0,Personal watercraft,10,Cruising,Towed watersports,2006,2,,,,,,M,35,Broken bone,Waterskier
2018,0,0,0,0,2,6650,5/26/2018,6:30:00 PM,WI,Calm,Light,1,Good,Saturday,Improper lookout,Collision with recreational vessel,U,,0,Open motorboat,17,Idling,Boating/relaxation,2002,3,,,,,,,,,
2018,0,0,0,0,2,6650,5/26/2018,6:30:00 PM,WI,Calm,Light,1,Good,Saturday,Improper lookout,Collision with recreational vessel,U,48,0,Open motorboat,22,Changing speed,Boating/relaxation,1990,2,,,,,,,,,
2018,0,1,0,1,1,0,5/27/2018,5:00:00 PM,WI,Calm,Light,1,Good,Sunday,Sharp turn,Person ejected from vessel,U,29,0,Personal watercraft,11,Changing direction,Boating/relaxation,2017,2,,,,,,M,28,Dislocation,Occupant
2018,0,1,0,1,1,0,5/28/2018,4:10:00 PM,WI,Choppy,Light,1,Good,Monday,Operator inexperience,Capsizing,F,18,0,Kayak,,Rowing/paddling,Boating/relaxation,,1,,,,,,F,18,Cut,Operator
2018,0,1,0,2,2,500,6/9/2018,10:55:00 AM,WI,Calm,Light,1,Good,Saturday,Operator inexperience,Collision with recreational vessel,M,13,0,Personal watercraft,9,Drifting,Boating/relaxation,2017,2,,,,,,M,13,Unknown,Operator
2018,0,1,0,2,2,500,6/9/2018,10:55:00 AM,WI,Calm,Light,1,Good,Saturday,Operator inexperience,Collision with recreational vessel,M,13,0,Personal watercraft,9,Drifting,Boating/relaxation,2017,2,,,,,,M,15,Unknown,Occupant
2018,0,1,0,2,2,500,6/9/2018,10:55:00 AM,WI,Calm,Light,1,Good,Saturday,Operator inexperience,Collision with recreational vessel,U,15,0,Personal watercraft,12,Cruising,Boating/relaxation,2017,1,,,,,,,,,
2018,0,1,0,1,2,0,5/27/2018,5:00:00 PM,WI,Calm,Light,1,Good,Sunday,Restricted vision,Collision with recreational vessel,F,51,0,Standup paddleboard,10,Rowing/paddling,Boating/relaxation,,1,,,,,,F,51,Broken bone,Operator
2018,0,1,0,1,2,0,5/27/2018,5:00:00 PM,WI,Calm,Light,1,Good,Sunday,Restricted vision,Collision with recreational vessel,U,,0,Personal watercraft,,Cruising,Boating/relaxation,,1,,,,,,,,,
2018,0,1,0,1,1,0,5/27/2018,2:00:00 PM,WI,Choppy,Light,1,Good,Sunday,Operator inexperience,Person ejected from vessel,U,48,0,Open motorboat,18,Cruising,Boating/relaxation,1995,2,,,,,,m,48,Amputation,Operator
2018,0,1,0,1,1,10,5/12/2018,2:00:00 PM,WI,Calm,Light,1,Fair,Saturday,Improper loading,Capsizing,F,25,0,Canoe,17,Drifting,Boating/relaxation,,3,,,,,,F,25,Dislocation,Occupant
2018,0,0,0,0,1,1000,5/13/2018,5:52:00 PM,WI,Choppy,Light,1,Unknown,Sunday,Hazardous waters,Collision with fixed object,U,19,0,Canoe,17,Rowing/paddling,Boating/relaxation,,3,,,,,,,,,
2018,0,1,0,4,1,500,6/16/2018,12:45:00 PM,WI,Unknown,Unknown,1,Unknown,Saturday,Excessive speed,Collision with fixed object,M,37,0,Open motorboat,17,Cruising,Boating/relaxation,1979,5,,,,,,M,37,Concussion,Operator
2018,0,1,0,4,1,500,6/16/2018,12:45:00 PM,WI,Unknown,Unknown,1,Unknown,Saturday,Excessive speed,Collision with fixed object,M,37,0,Open motorboat,17,Cruising,Boating/relaxation,1979,5,,,,,,F,35,Concussion,Occupant
2018,0,1,0,4,1,500,6/16/2018,12:45:00 PM,WI,Unknown,Unknown,1,Unknown,Saturday,Excessive speed,Collision with fixed object,M,37,0,Open motorboat,17,Cruising,Boating/relaxation,1979,5,,,,,,F,12,Cut,Occupant
2018,0,1,0,4,1,500,6/16/2018,12:45:00 PM,WI,Unknown,Unknown,1,Unknown,Saturday,Excessive speed,Collision with fixed object,M,37,0,Open motorboat,17,Cruising,Boating/relaxation,1979,5,,,,,,M,19,Sprain/strain,Occupant
2018,0,0,0,0,2,19000,6/17/2018,2:27:00 PM,WI,Choppy,Moderate,1,Good,Sunday,Excessive speed,Person ejected from vessel,U,38,0,Open motorboat,18,Changing speed,Fishing,2003,1,,,,,,,,,
2018,0,0,0,0,2,19000,6/17/2018,2:27:00 PM,WI,Choppy,Moderate,1,Good,Sunday,Excessive speed,Person ejected from vessel,U,,0,Pontoon,22,Tied to dock/mooring,None; not in use,2013,0,,,,,,,,,
2018,0,0,0,0,2,3550,6/23/2018,2:50:00 PM,WI,Calm,Light,1,Good,Saturday,Restricted vision,Collision with recreational vessel,U,18,0,Open motorboat,14,Drifting,Fishing,1995,2,,,,,,,,,
2018,0,0,0,0,2,3550,6/23/2018,2:50:00 PM,WI,Calm,Light,1,Good,Saturday,Restricted vision,Collision with recreational vessel,U,15,0,Open motorboat,16,Changing speed,Fishing,2008,2,,,,,,,,,
2018,0,0,0,0,2,21000,6/18/2018,3:35:00 PM,WI,Choppy,Light,1,Good,Monday,Machinery failure,Collision with recreational vessel,U,49,0,Open motorboat,24,Changing direction,Boating/relaxation,2000,4,,,,,,,,,
2018,0,0,0,0,2,21000,6/18/2018,3:35:00 PM,WI,Choppy,Light,1,Good,Monday,Machinery failure,Collision with recreational vessel,U,,0,Open motorboat,26,Other,None; not in use,1956,0,,,,,,,,,
2018,0,0,0,0,2,2500,6/24/2018,2:00:00 PM,WI,Choppy,Light,1,Good,Sunday,Operator inexperience,Collision with recreational vessel,U,55,0,Open motorboat,27,Launching/loading,Boating/relaxation,2006,1,,,,,,,,,
2018,0,0,0,0,2,2500,6/24/2018,2:00:00 PM,WI,Choppy,Light,1,Good,Sunday,Operator inexperience,Collision with recreational vessel,U,,0,Pontoon,22,Tied to dock/mooring,None; not in use,2015,0,,,,,,,,,
2018,0,1,0,2,2,9000,7/2/2018,4:30:00 PM,WI,Calm,Light,1,Good,Monday,Excessive speed,Collision with recreational vessel,M,37,0,Personal watercraft,9,Cruising,Racing,2001,1,,,,,,M,37,Broken bone,Operator
2018,0,1,0,2,2,9000,7/2/2018,4:30:00 PM,WI,Calm,Light,1,Good,Monday,Excessive speed,Collision with recreational vessel,M,25,0,Personal watercraft,9,Cruising,Racing,2002,1,,,,,,M,25,Broken bone,Operator
2018,0,1,0,2,2,7220,7/7/2018,12:30:00 PM,WI,Choppy,Light,1,Good,Saturday,Improper lookout,Collision with recreational vessel,U,56,0,Open motorboat,19,Cruising,Towed watersports,1988,7,,,,,,,,,
